geography type,code,description,2013,2014,2015,2016,2017
Statistical_Area_443,144200,Ellerslie West,0,0,0,0,0
Statistical_Area_444,144300,Onehunga North,18,15,27,15,12
Statistical_Area_445,144400,Ellerslie East,3,9,12,18,6
Statistical_Area_446,144500,Saint Johns East,3,3,9,6,12
Statistical_Area_447,144600,Oneroa West,6,12,12,9,6
Statistical_Area_448,144700,Glen Innes West,18,24,12,18,27
Statistical_Area_449,144800,Ellerslie South,6,6,3,9,3
Statistical_Area_450,144900,Stonefields West,3,0,6,3,3
Statistical_Area_451,145000,Onehunga Central,9,18,12,15,15
Statistical_Area_452,145100,Glendowie South,69,57,75,72,63
Statistical_Area_453,145200,Oranga,18,12,15,18,15
Statistical_Area_454,145300,Mount Wellington North We,63,84,81,72,93
Statistical_Area_455,145400,Panmure Glen Innes Indust,0,3,3,3,0
Statistical_Area_456,145500,Onehunga-Te Papapa Indust,3,3,6,3,3
Statistical_Area_457,145600,Te Papapa,12,12,21,6,18
Statistical_Area_458,145700,Stonefields East,0,3,6,0,0
Statistical_Area_459,145800,Glen Innes East-Wai O Tai,18,18,24,21,21
Statistical_Area_460,145900,Penrose,6,0,6,3,3
Statistical_Area_461,146000,Mount Wellington North Ea,9,3,3,6,9
Statistical_Area_462,146100,Mangere Bridge Ambury,18,12,30,12,24
Statistical_Area_463,146200,Mount Wellington Ferndale,15,9,9,12,12
Statistical_Area_464,146300,Point England,27,24,30,27,18
Statistical_Area_465,146400,Bucklands Beach North,12,15,12,9,9
Statistical_Area_466,146500,Mount Wellington East,27,51,27,21,27
Statistical_Area_467,146600,Mount Wellington West,3,12,12,3,15
Statistical_Area_468,146700,Panmure West,0,0,0,3,3
Statistical_Area_469,146800,Mangere Bridge,15,21,21,24,15
Statistical_Area_470,146900,Oneroa East-Palm Beach,3,0,6,3,3
Statistical_Area_471,147000,Tamaki,21,24,30,24,24
Statistical_Area_472,147100,Panmure East,18,18,21,21,12
Statistical_Area_473,147200,Mount Wellington Central,45,33,33,30,39
Statistical_Area_474,147300,Bays Waiheke Island,0,0,0,0,0
Statistical_Area_475,147400,Sylvia Park,0,0,0,0,0
Statistical_Area_476,147500,Mangere Mountain View,18,12,12,18,21
Statistical_Area_477,147600,Surfdale,18,9,9,12,21
Statistical_Area_478,147700,Mount Wellington Industri,0,0,0,0,0
Statistical_Area_479,147800,Half Moon Bay West,9,9,9,15,12
Statistical_Area_480,147900,Auckland Airport,3,6,3,9,6
Statistical_Area_481,148000,Eastern Beach,9,9,3,9,9
Statistical_Area_482,148100,Sunnyhills West-Pakuranga,12,12,21,18,18
Statistical_Area_483,148200,Favona North,15,15,18,15,18
Statistical_Area_484,148300,Bucklands Beach Central,6,12,6,6,9
Statistical_Area_485,148400,Farm Cove,12,12,12,9,9
Statistical_Area_486,148500,Mangere North,9,6,12,9,12
Statistical_Area_487,148600,Favona West,15,15,15,18,15
Statistical_Area_488,148700,Ostend,9,9,12,12,9
Statistical_Area_489,148800,Half Moon Bay North East,6,6,6,3,9
Statistical_Area_490,148900,Mangere West,27,33,18,21,24
Statistical_Area_491,149000,Pakuranga West,54,63,63,54,57
Statistical_Area_492,149100,Mount Wellington South We,9,15,12,6,9
Statistical_Area_493,149200,Sunnyhills East,30,27,21,33,30
Statistical_Area_494,149300,Half Moon Bay South East,12,9,6,3,9
Statistical_Area_495,149400,Favona East,12,21,15,6,18
Statistical_Area_496,149500,Mount Wellington South Ea,15,18,12,18,21
Statistical_Area_497,149600,Otahuhu Industrial,0,0,0,0,0
Statistical_Area_498,149700,Bucklands Beach South,12,9,18,18,9
Statistical_Area_499,149800,Pakuranga Central,12,15,15,9,18
Statistical_Area_500,149900,Awhitu,18,21,18,24,18
Statistical_Area_501,150000,Harania North,18,15,18,18,24
Statistical_Area_502,150100,Otahuhu Central,12,12,9,6,6
Statistical_Area_503,150200,Mangere Central,21,15,24,21,24
Statistical_Area_504,150300,Otahuhu North,15,30,18,15,21
Statistical_Area_505,150400,Howick West,15,15,12,12,18
Statistical_Area_506,150500,Pakuranga Heights North W,9,6,6,6,6
Statistical_Area_507,150600,Mellons Bay,18,27,15,18,15
Statistical_Area_508,150700,Pakuranga Heights East,3,9,6,9,12
Statistical_Area_509,150800,Sutton Park,15,18,24,18,21
Statistical_Area_510,150900,Otahuhu East,12,18,12,12,9
Statistical_Area_511,151000,Mangere South,15,12,6,18,21
Statistical_Area_512,151100,Onetangi,6,3,6,6,6
Statistical_Area_513,151200,Harania South,21,15,15,15,15
Statistical_Area_514,151300,Highland Park (Auckland),54,48,57,39,48
Statistical_Area_515,151400,Otahuhu South West,9,18,21,18,21
Statistical_Area_516,151500,Pakuranga Heights South W,6,6,15,15,12
Statistical_Area_517,151600,Mangere Mascot,36,30,36,33,27
Statistical_Area_518,151700,Waiheke East,6,6,6,3,6
Statistical_Area_519,151800,Massey Road West,30,30,42,27,36
Statistical_Area_520,151900,Otahuhu South,18,18,15,15,15
Statistical_Area_521,152000,Howick Central,54,39,48,60,60
Statistical_Area_522,152100,Massey Road North,12,12,15,18,18
Statistical_Area_523,152200,Botany Downs West,24,33,30,36,36
Statistical_Area_524,152300,East Tamaki,0,0,0,3,3
Statistical_Area_525,152400,Howick East,15,27,18,24,27
Statistical_Area_526,152500,Burswood,6,3,3,9,3
Statistical_Area_527,152600,Massey Road South,3,9,12,6,9
Statistical_Area_528,152700,Middlemore,3,9,6,9,15
Statistical_Area_529,152800,Mangere South East,9,12,18,18,21
Statistical_Area_530,152900,Botany Downs East,9,9,9,9,9
Statistical_Area_531,153000,Grange,15,9,15,12,9
Statistical_Area_532,153100,Golflands,12,9,12,3,6
Statistical_Area_533,153200,Aorere North,12,9,9,9,6
Statistical_Area_534,153300,Mangere East,21,27,33,18,27
Statistical_Area_535,153400,Cockle Bay,24,18,18,15,15
Statistical_Area_536,153500,Otara West,21,18,21,15,21
Statistical_Area_537,153600,Aorere Central,6,6,12,9,15
Statistical_Area_538,153700,Northpark North,18,12,9,9,12
Statistical_Area_539,153800,Somerville,18,12,21,21,6
Statistical_Area_540,153900,Northpark South,9,6,3,6,12
Statistical_Area_541,154000,Papatoetoe North,21,18,24,21,27
Statistical_Area_542,154100,Dingwall,9,24,12,12,12
Statistical_Area_543,154200,Aorere South,21,12,9,15,21
Statistical_Area_544,154300,Shelly Park,9,9,9,3,6
Statistical_Area_545,154400,Otara Central,12,15,18,21,12
Statistical_Area_546,154500,Huntington Park,9,9,9,9,12
Statistical_Area_547,154600,Botany Central,0,0,0,0,0
Statistical_Area_548,154700,Botany North,6,9,27,42,36
Statistical_Area_549,154800,Papatoetoe West,15,18,18,21,18
Statistical_Area_550,154900,Papatoetoe Central,33,45,48,45,45
Statistical_Area_551,155000,Sunkist Bay,6,9,9,12,9
Statistical_Area_552,155100,Otara East,15,21,21,15,12
Statistical_Area_553,155200,Redcastle,6,3,3,6,3
Statistical_Area_554,155300,Botany East,3,9,6,9,9
Statistical_Area_555,155400,Botany South,6,12,3,6,15
Statistical_Area_556,155500,Manukau Central,0,3,6,3,0
Statistical_Area_557,155600,Papatoetoe East,18,18,21,15,9
Statistical_Area_558,155700,Otara South,39,27,15,24,33
Statistical_Area_559,155800,Ferguson,24,21,30,33,21
Statistical_Area_560,155900,Papatoetoe South West,15,9,15,9,12
Statistical_Area_561,156000,Botany Junction,0,0,0,0,0
Statistical_Area_562,156100,Dannemora North,6,6,3,9,6
Statistical_Area_563,156200,Papatoetoe South,21,24,27,24,21
Statistical_Area_564,156300,East Tamaki Heights,9,0,6,3,9
Statistical_Area_565,156400,Te Puru,6,3,9,12,6
Statistical_Area_566,156500,Puhinui North,24,18,30,21,21
Statistical_Area_567,156600,Dannemora South,6,6,6,6,6
Statistical_Area_568,156700,Puhinui South,12,6,6,12,9
Statistical_Area_569,156800,Rongomai West,12,15,21,12,9
Statistical_Area_570,156900,Baverstock,9,9,6,6,9
Statistical_Area_571,157000,Puhinui East,18,21,18,18,18
Statistical_Area_572,157100,Turanga,9,12,12,6,6
Statistical_Area_573,157200,Rongomai East,9,6,6,12,12
Statistical_Area_574,157300,Ormiston North,3,0,3,3,0
Statistical_Area_575,157400,Maraetai,6,6,6,9,12
Statistical_Area_576,157500,Chapel Downs,9,12,6,6,15
Statistical_Area_577,157600,Wiri West,0,0,3,0,3
Statistical_Area_578,157700,Clover Park North,18,24,30,21,30
Statistical_Area_579,157800,Mission Heights North,6,9,3,9,6
Statistical_Area_580,157900,Clover Park South,12,15,12,21,18
Statistical_Area_581,158000,Donegal Park,30,18,24,27,24
Statistical_Area_582,158100,Ormiston South,6,3,0,6,3
Statistical_Area_583,158200,Mission Heights South,3,6,0,3,0
Statistical_Area_584,158300,Hilltop (Auckland),6,3,9,9,9
Statistical_Area_585,158400,Wiri East,45,57,48,48,57
Statistical_Area_586,158500,Goodwood Heights,12,12,9,12,9
Statistical_Area_587,158600,Ormiston East,0,0,3,0,3
Statistical_Area_588,158700,Clendon Park North,9,12,6,12,12
Statistical_Area_589,158800,Burbank,12,15,18,12,24
Statistical_Area_590,158900,Tuscany Heights,3,3,0,0,6
Statistical_Area_591,159000,Totara Heights,15,12,18,15,12
Statistical_Area_592,159100,Homai East,18,24,24,21,24
Statistical_Area_593,159200,Homai West,21,21,24,15,15
Statistical_Area_594,159300,The Gardens (Auckland),15,12,12,18,12
Statistical_Area_595,159400,Clarks Beach,3,3,6,6,9
Statistical_Area_596,159500,Clendon Park West,9,6,15,15,9
Statistical_Area_597,159600,Hillpark North,3,6,12,9,15
Statistical_Area_598,159700,Clendon Park East,9,6,9,9,12
Statistical_Area_599,159800,Karaka Creek,3,3,6,6,9
Statistical_Area_600,159900,Rowandale West,12,15,12,12,18
Statistical_Area_601,160000,Rowandale East,21,18,21,15,18
Statistical_Area_602,160100,Manurewa Central,42,42,42,48,48
Statistical_Area_603,160200,Weymouth North,21,18,9,9,30
Statistical_Area_604,160300,Hillpark South,18,9,12,18,9
Statistical_Area_605,160400,Alfriston,54,54,51,54,54
Statistical_Area_606,160500,Weymouth East,9,12,9,9,15
Statistical_Area_607,160600,Leabank,24,21,27,18,21
Statistical_Area_608,160700,Weymouth South,15,18,12,18,12
Statistical_Area_609,160800,Manurewa East,12,15,15,9,12
Statistical_Area_610,160900,Manurewa South,18,15,12,12,18
Statistical_Area_611,161000,Randwick Park East,6,12,12,9,9
Statistical_Area_612,161100,Wattle Downs West,21,30,18,18,24
Statistical_Area_613,161200,Wattle Downs North,9,9,9,9,12
Statistical_Area_614,161300,Randwick Park West,12,12,12,9,18
Statistical_Area_615,161400,Kingseat-Karaka,9,0,9,9,15
Statistical_Area_616,161500,Wattle Downs East,3,9,9,9,30
Statistical_Area_617,161600,Takanini North,18,24,24,30,27
Statistical_Area_618,161700,Takanini Industrial,0,0,0,0,0
Statistical_Area_619,161800,Conifer Grove West,12,12,9,6,15
Statistical_Area_620,161900,Conifer Grove East,6,6,12,9,12
Statistical_Area_621,162000,Takanini West,24,48,33,33,30
Statistical_Area_622,162100,Takanini South,3,3,3,9,3
Statistical_Area_623,162200,Takanini Central,12,18,21,18,15
Statistical_Area_624,162300,Ardmore,3,6,6,9,0
Statistical_Area_625,162400,Glenbrook,12,12,9,9,12
Statistical_Area_626,162500,Hingaia,0,12,9,18,18
Statistical_Area_627,162600,Takanini South East,6,3,3,3,6
Statistical_Area_628,162700,Kawakawa Bay-Orere,9,15,9,12,15
Statistical_Area_629,162800,Papakura West,57,63,63,45,39
Statistical_Area_630,162900,Clevedon,3,12,9,6,3
Statistical_Area_631,163000,Papakura North,18,18,21,18,15
Statistical_Area_632,163100,Pahurehure,9,9,9,18,12
Statistical_Area_633,163200,Papakura Central,24,21,27,24,27
Statistical_Area_634,163300,Papakura North East,9,9,9,6,15
Statistical_Area_635,163400,Karaka Lakes,0,0,3,3,3
Statistical_Area_636,163500,Papakura Kelvin,30,27,24,18,21
Statistical_Area_637,163600,Papakura Massey Park,18,9,9,18,9
Statistical_Area_638,163700,Rosehill,15,18,9,12,9
Statistical_Area_639,163800,Patumahoe,3,12,12,9,6
Statistical_Area_640,163900,Papakura East,3,12,12,9,6
Statistical_Area_641,164000,Opaheke,6,12,9,12,15
Statistical_Area_642,164100,Papakura Industrial,3,0,0,0,3
Statistical_Area_643,164200,Red Hill,9,15,6,15,12
Statistical_Area_644,164300,Drury,3,9,3,6,3
Statistical_Area_645,164400,Tamakae,15,18,18,21,18
Statistical_Area_646,164500,Hamilton Estate,39,24,36,30,27
Statistical_Area_647,164600,Drury Rural,12,9,9,18,12
Statistical_Area_648,164700,Waiuku Central,6,9,6,9,6
Statistical_Area_649,164800,Waiuku East,9,9,9,3,12
Statistical_Area_650,164900,Kendallvale,6,3,6,6,3
Statistical_Area_651,165000,Puni,6,6,9,3,6
Statistical_Area_652,165100,Ramarama,9,3,3,9,9
Statistical_Area_653,165200,Hunua,6,3,3,3,3
Statistical_Area_654,165300,Pukekohe North West,24,33,30,30,27
Statistical_Area_655,165400,Anselmi Ridge,3,3,3,9,36
Statistical_Area_656,165500,Pukekohe West,36,39,45,39,48
Statistical_Area_657,165600,Cape Hill,0,3,3,3,3
Statistical_Area_658,165700,Rosa Birch Park,30,42,39,51,60
Statistical_Area_659,165800,Rooseville Park,12,9,15,12,9
Statistical_Area_660,165900,Cloverlea (Auckland),12,18,15,18,15
Statistical_Area_661,166000,Pukekohe Central,3,3,6,0,6
Statistical_Area_662,166100,Pukekohe Hospital,12,9,12,12,9
Statistical_Area_663,166200,Buckland,3,6,6,6,6
Statistical_Area_664,166300,Bombay Hills,6,6,6,6,6
Statistical_Area_665,166400,Ararimu,6,3,6,6,12
Statistical_Area_666,166500,Colville,15,6,9,9,15
Statistical_Area_667,166600,Islands Thames-Coromandel,0,0,0,0,0
Statistical_Area_668,166700,Coromandel,12,30,18,18,21
Statistical_Area_669,166800,Inlets Thames-Coromandel,0,0,0,0,0
Statistical_Area_670,166900,Mercury Bay North,0,9,12,6,12
Statistical_Area_671,167000,Whitianga North,3,3,6,3,3
Statistical_Area_672,167100,Whitianga South,36,36,42,42,39
Statistical_Area_673,167200,Thames Coast,9,12,12,21,15
Statistical_Area_674,167300,Cooks Beach-Ferry Landing,3,0,3,3,3
Statistical_Area_675,167400,Mercury Bay South,3,3,6,6,9
Statistical_Area_676,167500,Kauaeranga,3,3,0,0,3
Statistical_Area_677,167600,Thames North,33,48,45,42,39
Statistical_Area_678,167700,Thames Central,21,15,18,18,33
Statistical_Area_679,167800,Thames South,48,48,60,45,60
Statistical_Area_680,167900,Hikuai,0,0,3,0,0
Statistical_Area_681,168000,Totora-Kopu,3,6,6,9,9
Statistical_Area_682,168100,Tairua,24,12,33,18,24
Statistical_Area_683,168200,Pauanui,9,12,6,3,9
Statistical_Area_684,168300,Matatoki-Puriri,9,6,6,6,6
Statistical_Area_685,168400,Whangamata Rural,0,3,3,0,3
Statistical_Area_686,168500,Whangamata,30,48,48,45,54
Statistical_Area_687,168600,Miranda-Pukorokoro,6,6,6,9,3
Statistical_Area_688,168700,Hauraki Plains North,3,0,6,9,3
Statistical_Area_689,168800,Hauraki Plains East,3,3,6,6,9
Statistical_Area_690,168900,Ngatea,9,12,15,21,21
Statistical_Area_691,169000,Hauraki Plains South,6,6,3,9,3
Statistical_Area_692,169100,Paeroa Rural,6,12,9,12,12
Statistical_Area_693,169200,Paeroa,51,54,51,60,66
Statistical_Area_694,169300,Waihi Rural,15,9,3,9,12
Statistical_Area_695,169400,Waihi North,27,33,42,33,39
Statistical_Area_696,169500,Waihi East,9,15,15,15,9
Statistical_Area_697,169600,Waihi South,33,24,24,21,15
Statistical_Area_698,169700,Aka Aka,12,9,15,12,12
Statistical_Area_699,169800,Mangatangi,3,0,3,3,0
Statistical_Area_700,169900,Tuakau Rural,3,6,6,3,9
Statistical_Area_701,170000,Tuakau North,15,12,18,12,18
Statistical_Area_702,170100,Onewhero,3,6,0,6,9
Statistical_Area_703,170200,Pokeno Rural,0,6,9,3,3
Statistical_Area_704,170300,Tuakau South,12,12,9,12,9
Statistical_Area_705,170400,Port Waikato-Waikaretu,3,6,9,6,3
Statistical_Area_706,170500,Pokeno,3,3,3,0,3
Statistical_Area_707,170600,Pukekawa,3,6,9,3,3
Statistical_Area_708,170700,Maramarua,3,6,15,9,9
Statistical_Area_709,170800,Rangiriri,6,6,9,9,3
Statistical_Area_710,170900,Te Akau,9,9,3,6,9
Statistical_Area_711,171000,Inlets Waikato District,0,0,0,0,0
Statistical_Area_712,171100,Te Kauwhata,18,21,15,21,27
Statistical_Area_713,171200,Huntly Rural,6,6,18,15,12
Statistical_Area_714,171300,Waerenga,3,3,3,6,6
Statistical_Area_715,171400,Huntly West,21,18,27,18,24
Statistical_Area_716,171500,Huntly East,36,60,51,45,45
Statistical_Area_717,171600,Raglan,21,21,27,36,18
Statistical_Area_718,171700,Whitikahu,6,9,6,6,9
Statistical_Area_719,171800,Te Uku,9,12,9,9,9
Statistical_Area_720,171900,Taupiri-Lake Kainui,9,6,15,3,12
Statistical_Area_721,172000,Ngaruawahia North,12,9,12,18,9
Statistical_Area_722,172100,Ngaruawahia Central,12,18,12,6,18
Statistical_Area_723,172200,Ngaruawahia South,6,9,3,6,6
Statistical_Area_724,172300,Kainui-Gordonton,6,3,9,9,9
Statistical_Area_725,172400,Te Kowhai,6,12,9,12,15
Statistical_Area_726,172500,Whatawhata West,3,0,3,0,0
Statistical_Area_727,172600,Horotiu,3,0,0,6,3
Statistical_Area_728,172700,Horsham Downs,0,0,3,3,3
Statistical_Area_729,172800,Whatawhata East,15,6,12,9,12
Statistical_Area_730,172900,Rotokauri,3,6,3,6,0
Statistical_Area_731,173000,Hamilton Park,6,3,3,0,3
Statistical_Area_732,173100,Eureka-Tauwhare,3,3,6,0,6
Statistical_Area_733,173200,Tamahere North,48,51,48,54,63
Statistical_Area_734,173300,Pukemoremore,9,9,12,6,9
Statistical_Area_735,173400,Tamahere South,6,3,9,6,9
Statistical_Area_736,173500,Tahuna-Mangateparu,6,0,9,0,6
Statistical_Area_737,173600,Mangaiti,6,6,6,3,3
Statistical_Area_738,173700,Tatuanui,3,9,3,6,3
Statistical_Area_739,173800,Tahuroa,6,9,6,6,6
Statistical_Area_740,173900,Morrinsville East,51,33,48,51,48
Statistical_Area_741,174000,Morrinsville West,24,30,27,18,24
Statistical_Area_742,174100,Te Aroha East,18,30,30,15,27
Statistical_Area_743,174200,Te Aroha West,39,33,33,36,39
Statistical_Area_744,174300,Waihou-Manawaru,9,3,9,3,6
Statistical_Area_745,174400,Waitoa-Ngarua,3,9,0,3,3
Statistical_Area_746,174500,Richmond Downs-Wardville,6,3,6,6,6
Statistical_Area_747,174600,Waharoa-Peria,3,9,6,9,6
Statistical_Area_748,174700,Okauia,3,3,3,6,3
Statistical_Area_749,174800,Hinuera,3,6,6,6,3
Statistical_Area_750,174900,Matamata North,30,45,30,30,39
Statistical_Area_751,175000,Matamata South,54,63,72,57,69
Statistical_Area_752,175100,Te Poi,3,0,3,3,3
Statistical_Area_753,175200,Te Rapa North,0,0,0,3,0
Statistical_Area_754,175300,Flagstaff North,3,3,3,6,3
Statistical_Area_755,175400,Rotokauri-Waiwhakareke,6,9,3,9,6
Statistical_Area_756,175500,Flagstaff South,3,3,9,3,3
Statistical_Area_757,175600,Rototuna North,0,0,0,0,0
Statistical_Area_758,175700,Pukete West,3,12,3,6,6
Statistical_Area_759,175800,Flagstaff East,27,27,27,30,30
Statistical_Area_760,175900,Rototuna Central,12,6,12,12,9
Statistical_Area_761,176000,Pukete East,9,9,3,9,15
Statistical_Area_762,176100,Te Manatu,3,6,9,12,12
Statistical_Area_763,176200,Rototuna South,21,24,24,18,18
Statistical_Area_764,176300,Te Rapa South,3,3,3,0,3
Statistical_Area_765,176400,Saint Andrews West,12,9,21,18,15
Statistical_Area_766,176500,Saint Andrews East,9,18,12,18,21
Statistical_Area_767,176600,Queenwood (Hamilton City),12,12,9,9,21
Statistical_Area_768,176700,St James,0,0,3,6,6
Statistical_Area_769,176800,Crawshaw,9,15,12,15,9
Statistical_Area_770,176900,Huntington,9,6,3,12,12
Statistical_Area_771,177000,Western Heights (Hamilton,12,6,12,3,12
Statistical_Area_772,177100,Nawton West,18,12,12,30,18
Statistical_Area_773,177200,Nawton East,21,21,18,21,21
Statistical_Area_774,177300,Chartwell,15,15,12,9,12
Statistical_Area_775,177400,Forest Lake (Hamilton Cit,24,21,15,12,15
Statistical_Area_776,177500,Chedworth,9,9,3,6,6
Statistical_Area_777,177600,Beerescourt,45,51,33,39,39
Statistical_Area_778,177700,Miropiko,15,21,15,15,9
Statistical_Area_779,177800,Porritt,12,15,15,9,12
Statistical_Area_780,177900,Dinsdale North,18,24,18,24,30
Statistical_Area_781,178000,Maeroa,27,36,33,21,39
Statistical_Area_782,178100,Dinsdale South,21,30,24,24,24
Statistical_Area_783,178200,Fairfield (Hamilton City),45,42,57,39,51
Statistical_Area_784,178300,Whitiora,0,9,9,6,9
Statistical_Area_785,178400,Enderley North,21,15,27,30,36
Statistical_Area_786,178500,Fairview Downs,15,9,9,9,12
Statistical_Area_787,178600,Temple View,3,3,0,3,9
Statistical_Area_788,178700,Swarbrick,9,15,12,15,18
Statistical_Area_789,178800,Kahikatea,9,12,12,15,15
Statistical_Area_790,178900,Frankton Junction,0,3,0,3,3
Statistical_Area_791,179000,Kirikiriroa,3,0,3,0,0
Statistical_Area_792,179100,Enderley South,15,15,18,12,21
Statistical_Area_793,179200,Ruakura,0,0,0,0,0
